x,y,clase
9.29580846,23.69938574,0
12.83113937,13.06713831,0
10.66762192,24.49537195,0
9.12321134,21.72054252,0
10.13880858,26.73495973,0
11.16183516,20.87060912,0
10.05700713,23.35302763,0
11.01323187,21.72980987,0
12.37393066,14.72868737,0
13.28112767,14.87777891,0
11.50900225,23.93116596,0
10.9492304,15.65343053,0
10.21815956,23.69028961,0
12.18856476,22.76214673,0
8.39940909,25.75655987,0
11.11899731,26.51962659,0
11.57655632,17.95034989,0
10.39805287,13.9508121,0
10.82632483,21.71838458,0
9.43329031,13.85161571,0
9.43543303,16.80033467,0
11.94522287,18.9421739,0
10.99613502,27.26565376,0
10.09706141,23.61434334,0
10.48318722,21.14479861,0
10.04849785,25.66264204,0
12.04380881,19.65469747,0
13.06271633,14.46593931,0
11.38045663,17.11158783,0
9.47869509,24.99287405,0
11.49469094,21.53427431,0
10.78697201,26.24072139,0
10.96159599,11.86425029,0
10.80672157,11.21835633,0
10.32619897,24.76002943,0
10.63814751,25.16779023,0
11.23973357,13.38985083,0
10.47726244,25.57688808,0
12.47749812,22.63669603,0
9.24174047,12.28614887,0
9.97184388,23.91877686,0
12.82342821,12.75704207,0
10.07153233,16.15917275,0
11.61220682,21.72141399,0
10.76972086,15.30266404,0
10.81667098,13.66275368,0
11.53589808,20.24968643,0
10.78655453,19.82939271,0
10.89967162,16.33306968,0
8.97826044,26.09776585,0
11.82195081,22.08779727,0
10.17639275,19.28704917,0
11.40416431,17.25434459,0
9.80830534,16.47716953,0
11.24249944,14.88301687,0
9.9441519,18.90682427,0
11.02315595,20.25002107,0
10.63357083,20.5488592,0
9.97144511,24.54398666,0
10.81651181,16.72904764,0
11.16236736,17.84005707,0
10.54902072,12.93890852,0
9.49315857,20.32508017,0
13.08411973,21.66340163,0
9.77898307,20.23757045,0
11.65090938,27.23517213,0
10.88270182,13.18968882,0
10.60949858,22.77542284,0
11.8094269,21.34361316,0
9.8322776,16.65173046,0
11.33114959,12.52442914,0
11.15473601,17.16619778,0
11.7118889,25.82251046,0
11.07012092,12.44664031,0
11.39675793,16.37177915,0
10.56301974,24.87680692,0
11.51182205,21.00639061,0
11.93301828,16.18816198,0
10.34122033,18.28508778,0
11.88919324,18.35899691,0
12.65504437,26.96284471,0
10.15019928,15.878991,0
9.76175967,12.59857204,0
11.33657417,24.43350044,0
9.82459875,18.77921261,0
8.5444783,24.6745531,0
10.98154881,21.51478562,0
10.84776077,22.56376618,0
10.15213244,21.02946482,0
11.5219484,19.62011699,0
11.04208133,22.85395826,0
12.32218878,21.50599905,0
11.36984453,24.11200349,0
11.3100107,19.20847964,0
11.12288796,19.31134942,0
12.99528054,17.81589516,0
10.18873447,11.30254191,0
10.80242504,12.6695795,0
11.09189517,13.59587157,0
10.49437033,17.56886177,0
10.00434138,20.62112795,0
10.93249928,17.05382978,0
11.69220858,22.68562546,0
11.2368842,20.48935931,0
11.19883386,24.94842705,0
10.65848664,16.66848486,0
11.56349343,14.47261524,0
11.05779487,13.07908117,0
10.28535128,24.40876803,0
11.75258049,17.94227214,0
10.87841811,25.85303775,0
12.36492433,12.15462914,0
11.20910573,24.02726623,0
9.92589296,15.4861305,0
11.12817201,22.85526413,0
9.38295457,15.97380194,0
10.52193808,23.54024083,0
11.25711787,26.51863789,0
9.76948344,16.46718953,0
9.36756408,23.02723134,0
10.71275657,26.59748242,0
10.4828982,18.56311761,0
11.87964556,14.99011221,0
11.78268634,22.75602856,0
9.25678601,26.26659327,0
10.11880517,19.19351842,0
11.97541586,12.15349264,0
10.71876407,21.42509587,0
11.13775762,21.87201992,0
11.81466506,10.44394199,0
